user_id,age,employment_type,monthly_income,credit_score,purchase_amount,product_category,bnpl_installments,repayment_delay_days,missed_payments,default_flag,app_usage_frequency,location,transaction_date,debt_to_income_ratio,risk_score,customer_segment
2863,30,Self-Employed,75104.74,674,5000.0,Beauty,12,8,1,0,1.88,Canada,2024-11-14,0.0665736942834766,106.4,Medium Risk
2864,30,Salaried,77093.52,667,5000.0,Electronics,3,20,1,0,7.84,Australia,2023-06-21,0.0648562940179667,133.2,Medium Risk
2865,24,Self-Employed,26212.26,416,4667.77,Electronics,12,16,1,1,2.13,UK,2023-04-23,0.1780758316909721,225.6,High Risk
2866,21,Self-Employed,76284.59,657,5000.0,Fashion,12,6,1,0,5.26,Australia,2023-01-27,0.0655440371377758,109.2,Medium Risk
2867,59,Unemployed,12662.69,300,5000.0,Electronics,12,16,3,0,5.07,Canada,2024-11-15,0.394860807616707,312.0,High Risk
2868,43,Student,22451.65,419,637.3,Beauty,12,10,1,1,1.72,Canada,2024-10-02,0.0283854416045145,212.4,High Risk
2869,33,Salaried,38446.61,481,5000.0,Beauty,6,3,0,1,5.49,India,2023-02-21,0.1300504777924503,153.6,High Risk
2870,33,Student,10354.1,384,3769.85,Beauty,6,3,0,0,7.41,USA,2023-05-07,0.3640924851025197,192.4,High Risk
2871,33,Unemployed,9023.63,313,4110.96,Electronics,12,0,0,1,6.98,Canada,2023-03-12,0.4555771901108534,214.8,High Risk
2872,48,Student,13408.61,368,3872.96,Beauty,3,1,0,0,4.07,UK,2024-10-30,0.2888412743751962,194.8,High Risk
2873,54,Salaried,60799.99,596,5000.0,Electronics,12,3,1,0,1.28,India,2024-11-17,0.0822368556310617,127.6,Medium Risk
2874,37,Self-Employed,45929.12,469,5000.0,Home,9,12,3,1,4.17,USA,2024-08-20,0.1088633964682972,236.4,High Risk
2875,18,Self-Employed,37225.45,463,5000.0,Home,6,0,0,0,6.77,India,2024-10-27,0.1343167107449339,154.8,High Risk
2876,35,Self-Employed,56900.41,544,5000.0,Home,9,19,1,0,5.41,Germany,2023-02-28,0.087872829035854,180.4,High Risk
2877,44,Self-Employed,5000.0,351,1216.8,Electronics,12,9,1,0,9.55,Canada,2023-02-14,0.24336,237.6,High Risk
2878,27,Student,11250.8,349,3985.11,Fashion,9,2,0,0,6.33,India,2023-03-21,0.3542068119600384,204.4,High Risk
2879,33,Salaried,41637.94,544,5000.0,Home,9,11,1,1,7.19,Germany,2024-08-02,0.1200827898786539,164.4,High Risk
2880,50,Salaried,70359.09,675,5000.0,Home,6,1,0,0,4.9,USA,2023-06-14,0.071064023141857,72.0,Medium Risk
2881,32,Unemployed,5416.49,422,2033.84,Home,9,3,0,0,3.67,UK,2024-12-05,0.3754904006099891,177.20000000000002,High Risk
2882,50,Unemployed,5108.42,300,1606.54,Electronics,12,17,1,1,5.35,India,2024-10-21,0.3144886285779164,274.0,High Risk
2883,56,Self-Employed,91336.27,725,5000.0,Fashion,3,2,0,0,6.91,Canada,2023-06-26,0.054742765387726,54.0,Low Risk
2884,26,Self-Employed,68409.02,548,5000.0,Beauty,6,0,1,0,5.55,Canada,2024-09-16,0.0730897767575094,140.8,High Risk
2885,35,Unemployed,8792.7,311,5000.0,Electronics,6,7,1,1,5.39,UK,2023-02-24,0.568653542142914,249.6,High Risk
2886,36,Salaried,54629.74,549,5000.0,Home,12,2,0,0,8.89,Germany,2024-12-04,0.0915252388168056,124.4,High Risk
2887,27,Self-Employed,6930.72,376,893.85,Electronics,12,14,1,0,2.26,Germany,2024-12-10,0.1289692845764942,237.6,High Risk
2888,47,Salaried,68598.89,585,5000.0,Beauty,12,1,0,0,2.39,Australia,2024-12-19,0.0728874767507171,108.0,Medium Risk
2889,37,Self-Employed,48333.7,536,5000.0,Electronics,12,8,1,0,4.97,UK,2024-09-04,0.1034474910879986,161.60000000000002,High Risk
2890,28,Salaried,68763.41,628,5000.0,Fashion,9,3,0,0,3.03,Canada,2023-01-07,0.072713089708611,94.8,Medium Risk
2891,54,Self-Employed,25603.95,500,5000.0,Home,9,0,0,0,4.96,Canada,2024-09-03,0.1952823685407915,140.0,High Risk
2892,27,Unemployed,10509.52,300,1383.18,Beauty,3,5,1,1,7.91,India,2024-07-19,0.1316121002671863,250.0,Medium Risk
2893,25,Self-Employed,10851.99,325,1022.11,Fashion,6,3,1,1,9.8,UK,2023-03-29,0.0941864118931182,236.0,High Risk
2894,59,Self-Employed,47220.06,498,5000.0,Fashion,6,2,0,1,9.63,Canada,2023-01-23,0.1058872013292655,144.8,High Risk
2895,50,Unemployed,10412.6,300,3435.22,Sports,12,14,2,0,2.65,Germany,2023-03-17,0.329909916831531,288.0,High Risk
2896,31,Salaried,55524.91,612,5000.0,Electronics,12,2,0,0,4.89,Germany,2024-12-09,0.0900496732007309,99.2,Medium Risk
2897,47,Student,9157.65,338,2972.54,Fashion,9,13,2,0,3.83,India,2023-05-29,0.3245963757077416,270.8,High Risk
2898,33,Salaried,55396.64,558,5000.0,Beauty,6,11,1,0,9.53,UK,2024-09-07,0.0902581817236568,158.8,Medium Risk
2899,54,Student,14876.42,359,5000.0,Beauty,6,15,1,0,3.79,UK,2024-11-03,0.3361023687150538,246.4,High Risk
2900,24,Self-Employed,37156.9,415,5000.0,Sports,12,15,2,0,3.46,Canada,2024-07-18,0.1345645088799119,244.0,High Risk
2901,48,Student,18037.37,305,5000.0,Electronics,3,10,1,0,7.79,USA,2023-01-04,0.2772022750545118,258.0,High Risk
2902,38,Salaried,45980.24,553,5000.0,Home,6,2,0,0,6.86,India,2023-01-08,0.1087423641111921,122.8,Medium Risk
2903,33,Unemployed,10298.68,300,353.08,Electronics,12,14,1,1,2.51,USA,2023-06-16,0.0342840053288382,268.0,High Risk
2904,19,Student,6170.93,300,2843.17,Beauty,9,3,1,1,6.48,USA,2023-03-12,0.4607360640940668,246.0,Medium Risk
2905,22,Student,7064.35,353,2586.89,Home,9,3,0,0,4.93,Australia,2024-12-28,0.3661893875586571,204.8,High Risk
2906,52,Student,5000.0,300,640.4,Beauty,12,12,3,1,3.64,UK,2024-09-28,0.12808,304.0,High Risk
2907,57,Self-Employed,48476.87,543,5000.0,Home,12,0,0,0,7.06,UK,2024-11-18,0.1031419726562379,122.8,High Risk
2908,29,Self-Employed,67897.79,603,5000.0,Beauty,9,5,1,0,8.84,Canada,2024-10-10,0.0736400993316571,128.8,Medium Risk
2909,36,Student,9987.22,355,4490.99,Electronics,3,2,0,1,3.01,Australia,2024-12-01,0.4496736829668316,202.0,High Risk
2910,22,Self-Employed,23738.38,327,5000.0,Electronics,3,17,3,1,1.96,Canada,2024-07-25,0.210629368979686,303.20000000000005,High Risk
2911,44,Unemployed,5000.0,326,1527.12,Electronics,3,5,1,0,5.24,India,2023-03-29,0.305424,239.6,High Risk
2912,19,Self-Employed,31851.68,518,5000.0,Beauty,9,16,1,1,8.94,Canada,2024-08-14,0.1569775911349103,184.8,High Risk
2913,52,Unemployed,9581.31,300,1793.88,Beauty,9,9,1,1,4.73,Canada,2024-10-05,0.187227007580383,258.0,Medium Risk
2914,35,Salaried,36162.99,452,5000.0,Electronics,6,0,0,0,1.09,Canada,2023-04-11,0.1382629035928721,159.20000000000002,High Risk
2915,26,Salaried,52137.5,573,5000.0,Beauty,12,12,1,0,2.95,Australia,2024-07-12,0.0959002637257252,154.8,Medium Risk
2916,23,Salaried,50619.22,485,5000.0,Home,3,11,2,1,8.09,Germany,2024-07-31,0.0987767097161908,208.0,High Risk
2917,36,Student,12736.7,300,4359.43,Beauty,12,12,3,0,8.98,USA,2023-01-03,0.3422731162703055,304.0,High Risk
2918,56,Salaried,39196.18,449,5000.0,Electronics,6,17,1,1,7.6,Germany,2023-03-15,0.1275634513363292,214.4,High Risk
2919,26,Student,11054.44,310,3715.4,Fashion,12,8,1,0,9.0,Germany,2023-06-29,0.3361002456931332,252.0,High Risk
2920,56,Salaried,57862.4,623,5000.0,Fashion,6,4,0,0,1.43,Australia,2024-09-13,0.0864119013383475,98.8,Medium Risk
2921,53,Salaried,73025.22,636,5000.0,Home,9,12,1,0,6.13,Australia,2024-07-31,0.068469495881012,129.60000000000002,Medium Risk
2922,31,Student,21146.91,400,5000.0,Fashion,12,0,0,0,3.88,India,2023-04-17,0.236441163271608,180.0,High Risk
2923,19,Student,10771.68,345,3178.33,Fashion,3,4,0,0,1.53,USA,2023-02-26,0.2950635369784471,210.0,High Risk
2924,23,Unemployed,12040.4,312,808.7,Home,9,15,1,1,8.14,India,2024-07-30,0.0671655426730009,265.20000000000005,High Risk
2925,56,Student,21544.9,340,5000.0,Beauty,12,15,1,1,7.8,Australia,2023-06-02,0.2320734837478939,254.0,High Risk
2926,53,Self-Employed,90428.48,657,5000.0,Electronics,9,21,3,0,2.37,USA,2024-12-16,0.0552923149874906,179.2,Medium Risk
2927,39,Unemployed,5000.0,300,1473.14,Electronics,3,12,3,1,9.6,UK,2023-03-10,0.294628,304.0,High Risk
2928,36,Self-Employed,8696.0,326,2109.84,Fashion,12,21,2,0,4.65,Canada,2023-04-17,0.242621895124195,291.6,High Risk
2929,53,Self-Employed,32587.6,414,5000.0,Sports,12,11,2,1,6.38,Australia,2024-10-06,0.1534325939928071,236.4,High Risk
2930,38,Self-Employed,31237.97,405,5000.0,Electronics,9,6,1,0,8.24,Canada,2023-06-22,0.1600616173202035,210.0,High Risk
2931,44,Self-Employed,95097.69,791,5000.0,Electronics,6,1,0,0,4.41,USA,2023-05-23,0.0525775126609279,25.6,Low Risk
2932,31,Student,21025.38,300,5000.0,Sports,9,23,3,1,2.02,USA,2023-05-10,0.2378078303459913,326.0,High Risk
2933,37,Student,15152.82,424,5000.0,Fashion,9,0,0,1,1.92,Australia,2024-08-13,0.3299715828472851,170.4,High Risk
2934,53,Salaried,38741.37,447,5000.0,Sports,3,2,0,1,3.71,Canada,2024-08-06,0.1290610011984604,165.20000000000002,High Risk
2935,24,Student,8431.81,326,3823.99,Sports,6,4,1,0,9.25,Germany,2023-06-04,0.4535194697223965,237.6,High Risk
2936,34,Salaried,45119.87,410,5000.0,Beauty,6,17,3,1,1.16,Australia,2023-05-12,0.1108159221203429,270.0,High Risk
2937,40,Salaried,37648.37,464,5000.0,Home,9,10,1,0,1.89,Germany,2024-12-19,0.1328078745507441,194.4,High Risk
2938,39,Unemployed,11920.11,334,3506.9,Home,9,1,0,0,5.14,India,2024-09-17,0.2942003051985258,208.4,High Risk
2939,49,Unemployed,5000.0,300,1060.88,Beauty,6,14,1,0,7.04,UK,2023-06-29,0.212176,268.0,High Risk
2940,22,Salaried,45834.07,562,5000.0,Fashion,6,5,0,0,5.15,India,2023-02-02,0.1090891557306606,125.2,Medium Risk
2941,47,Student,5000.0,324,1779.56,Beauty,6,0,0,0,7.03,Canada,2024-07-28,0.355912,210.4,High Risk
2942,22,Unemployed,8069.01,375,3355.67,Home,3,4,0,0,3.57,India,2023-04-10,0.4158713398545794,198.0,High Risk
2943,52,Unemployed,15807.99,360,5000.0,Fashion,3,10,1,0,4.77,UK,2023-02-27,0.3162957466445766,236.0,High Risk
2944,26,Salaried,49773.87,510,5000.0,Sports,9,16,2,1,1.05,India,2023-04-29,0.100454314683588,208.0,High Risk
2945,20,Self-Employed,17971.76,366,4376.66,Beauty,12,10,1,0,9.19,India,2023-04-04,0.2435298490520683,233.6,High Risk
2946,29,Self-Employed,79912.5,685,5000.0,Fashion,12,8,1,0,6.96,USA,2024-08-13,0.0625684342249335,102.0,Medium Risk
2947,29,Student,12180.22,300,5000.0,Home,9,15,3,0,4.65,India,2024-12-21,0.410501616555366,310.0,High Risk
2948,28,Salaried,49991.76,533,5000.0,Electronics,3,8,1,0,8.39,Germany,2023-03-05,0.1000164827163516,162.8,High Risk
2949,57,Unemployed,6275.29,300,1609.92,Electronics,9,9,1,0,4.91,Canada,2024-12-20,0.2565490997228813,258.0,Medium Risk
2950,27,Student,15766.09,377,3658.94,Home,6,2,1,0,2.41,USA,2023-03-05,0.2320765643225428,213.2,High Risk
2951,29,Salaried,50585.02,484,5000.0,Beauty,12,15,2,1,6.0,USA,2023-05-19,0.0988434916107575,216.4,High Risk
2952,47,Student,12502.83,333,3700.37,Electronics,9,1,0,0,6.34,UK,2023-05-05,0.2959625940687028,208.8,High Risk
2953,26,Self-Employed,65785.54,643,2303.85,Electronics,3,9,1,0,9.03,Canada,2024-12-01,0.0350206139525494,120.8,Medium Risk
2954,52,Unemployed,5000.0,300,282.96,Electronics,6,6,1,0,7.93,Australia,2024-11-17,0.0565919999999999,252.0,Medium Risk
2955,22,Unemployed,7994.82,323,3792.24,Sports,3,0,0,0,8.69,India,2023-05-06,0.4743371332938077,210.8,High Risk
2956,29,Salaried,32892.63,389,5000.0,Electronics,3,18,3,1,9.7,India,2023-04-25,0.1520097359195661,280.4,High Risk
2957,47,Unemployed,10896.91,342,3130.75,Home,6,3,0,1,6.35,Australia,2023-03-29,0.2873062180012499,209.2,High Risk
2958,46,Salaried,58546.78,496,5000.0,Fashion,9,16,3,1,5.67,India,2023-03-19,0.0854017932326935,233.6,High Risk
2959,44,Unemployed,13964.64,300,5000.0,Electronics,9,15,1,0,1.51,UK,2024-09-11,0.3580471820254586,270.0,High Risk
2960,18,Unemployed,8293.75,373,2724.64,Electronics,9,6,1,0,6.56,India,2024-09-15,0.3285172569706104,222.8,High Risk
2961,52,Salaried,67395.65,588,5000.0,Sports,12,12,2,0,8.19,India,2024-11-02,0.0741887644083854,168.8,Medium Risk
2962,26,Student,6962.1,317,2282.01,Beauty,12,9,1,0,4.1,Germany,2023-03-31,0.3277761020381781,251.2,High Risk
2963,57,Salaried,106147.96,830,5000.0,Sports,9,0,0,0,8.93,Germany,2024-12-22,0.0471040611614203,8.0,Low Risk
2964,53,Self-Employed,67993.76,627,5000.0,Sports,12,6,0,0,3.07,Australia,2023-04-05,0.0735361597887806,101.2,Medium Risk
2965,50,Salaried,46940.75,557,5000.0,Beauty,9,2,0,0,2.56,Germany,2024-07-18,0.1065172584588017,121.2,Medium Risk
2966,58,Unemployed,13009.1,344,1750.74,Beauty,12,0,0,0,6.54,Canada,2024-07-29,0.1345781030201935,202.4,High Risk
2967,20,Salaried,24966.28,373,4010.9,Home,9,13,1,1,4.64,Australia,2023-05-17,0.1606526883460411,236.8,High Risk
2968,20,Salaried,12900.28,300,3993.75,Beauty,9,20,2,1,1.57,Canada,2023-05-06,0.3095863035531012,300.0,High Risk
2969,18,Student,9770.95,315,4400.97,Sports,9,16,1,1,3.2,USA,2024-11-23,0.4504137264032668,266.0,High Risk
2970,42,Salaried,109690.05,804,5000.0,Electronics,3,13,1,0,6.83,India,2024-09-23,0.0455829858770234,64.4,Low Risk
2971,25,Salaried,57176.05,490,5000.0,Sports,9,11,4,1,7.77,USA,2023-02-08,0.0874492029442397,246.0,High Risk
2972,49,Self-Employed,103436.36,848,5000.0,Sports,6,0,0,0,9.51,UK,2023-01-27,0.0483389013302478,0.8,Low Risk
2973,24,Student,10395.12,300,2391.61,Beauty,12,25,3,1,6.16,Germany,2023-04-05,0.2300704561371105,330.0,High Risk
2974,20,Unemployed,5000.0,317,1293.83,Fashion,3,6,1,0,8.55,USA,2023-06-15,0.258766,245.2,High Risk
2975,21,Self-Employed,42036.09,483,5000.0,Electronics,12,10,2,0,2.82,India,2024-07-24,0.1189454109552054,206.8,High Risk
2976,33,Self-Employed,50205.42,544,5000.0,Home,12,0,0,0,8.67,Canada,2024-12-31,0.0995908409888812,122.4,High Risk
2977,48,Unemployed,19747.07,408,5000.0,Sports,12,2,0,0,1.56,Australia,2023-06-06,0.2532021206184006,180.8,High Risk
2978,46,Student,12716.36,394,4247.65,Home,6,11,1,0,8.34,Canada,2024-11-21,0.334030335725003,224.4,High Risk
2979,25,Self-Employed,42987.27,500,5000.0,Fashion,6,0,0,0,4.43,Germany,2024-09-21,0.1163135039745487,140.0,High Risk
2980,59,Student,16681.98,352,5000.0,Sports,12,9,1,1,4.51,UK,2024-12-09,0.2997246130255521,237.2,High Risk
2981,39,Student,11207.59,397,5000.0,Home,9,0,0,0,3.54,India,2023-03-15,0.4461262412347346,181.2,High Risk
2982,33,Self-Employed,38238.45,415,1497.71,Electronics,9,17,1,1,4.02,USA,2024-12-09,0.0391676440859919,228.0,High Risk
2983,23,Salaried,43315.74,526,2199.14,Beauty,6,2,0,0,7.3,UK,2024-11-12,0.0507699972342617,133.6,High Risk
2984,50,Self-Employed,57522.65,579,361.73,Fashion,9,0,0,0,3.95,Australia,2023-02-18,0.0062884794076768,108.4,Medium Risk
2985,47,Self-Employed,64992.51,620,5000.0,Electronics,3,0,0,0,1.41,UK,2023-04-30,0.0769319418499147,92.0,Medium Risk
2986,23,Self-Employed,48069.17,476,5000.0,Beauty,9,23,2,1,2.35,Australia,2023-03-19,0.1040167741610683,235.6,High Risk
2987,39,Unemployed,11519.6,329,3737.4,Sports,12,18,2,0,4.39,Australia,2023-06-07,0.3244383485537692,284.4,High Risk
2988,22,Student,5979.24,300,1358.7,Sports,6,8,3,1,3.79,Canada,2023-01-08,0.2272362373813394,296.0,High Risk
2989,44,Student,21361.08,370,5000.0,Sports,3,0,0,1,6.8,UK,2023-06-23,0.2340705619753308,192.0,High Risk
2990,40,Unemployed,9024.39,303,2682.62,Home,6,17,1,1,5.78,USA,2023-03-07,0.2972633053314407,272.8,High Risk
2991,26,Salaried,61563.44,523,5000.0,Beauty,12,16,2,1,9.47,India,2024-07-09,0.081217034005897,202.8,High Risk
2992,55,Unemployed,19102.95,366,5000.0,Fashion,9,7,1,0,5.56,India,2024-10-27,0.2617396789501098,227.6,High Risk
2993,24,Self-Employed,49187.67,452,5000.0,Fashion,9,26,2,1,4.38,Germany,2023-03-03,0.101651491115558,251.2,High Risk
2994,18,Self-Employed,60319.7,547,5000.0,Fashion,9,13,1,0,4.09,Germany,2024-08-27,0.0828916589439271,167.2,High Risk
2995,29,Student,19185.44,384,5000.0,Beauty,9,0,0,0,1.77,USA,2023-02-04,0.2606142991768758,186.4,High Risk
2996,48,Salaried,9178.49,300,1635.03,Fashion,12,14,2,0,2.42,India,2024-12-10,0.1781371445629945,288.0,High Risk
2997,22,Student,12026.17,351,2606.58,Electronics,3,1,0,0,3.28,India,2024-08-14,0.2167423211213545,201.6,High Risk
2998,44,Student,15414.38,398,2800.96,Electronics,3,2,0,1,3.23,Canada,2023-05-29,0.181710844030055,184.8,High Risk
2999,23,Salaried,35470.06,459,5000.0,Fashion,6,2,0,1,1.21,UK,2023-02-10,0.1409639566439978,160.4,High Risk
3000,18,Unemployed,8982.26,300,4659.81,Fashion,12,15,4,1,2.92,Australia,2023-03-11,0.5187792381872713,330.0,High Risk
3001,37,Student,6169.4,326,1607.35,Electronics,6,10,1,1,6.8,India,2023-05-31,0.2605358705870911,249.6,High Risk
3002,57,Self-Employed,110375.79,849,5000.0,Fashion,3,9,1,0,4.45,UK,2024-08-29,0.0452997890207626,38.4,Low Risk
3003,48,Self-Employed,95119.75,764,5000.0,Fashion,12,0,0,0,7.7,UK,2023-06-07,0.0525653189794969,34.4,Low Risk
3004,25,Self-Employed,52774.43,538,5000.0,Home,12,10,1,1,6.99,Canada,2023-05-14,0.0947428517939464,164.8,High Risk
3005,32,Self-Employed,84653.4,713,5000.0,Fashion,6,17,1,0,7.72,USA,2023-01-22,0.0590643730789312,108.8,Low Risk
3006,35,Salaried,34428.72,423,5000.0,Fashion,9,12,1,0,5.24,UK,2024-08-19,0.1452275890593667,214.8,High Risk
3007,47,Salaried,49844.16,523,3444.23,Electronics,6,10,2,0,2.62,Australia,2024-11-25,0.069099970788955,190.8,High Risk
3008,29,Self-Employed,93173.71,720,5000.0,Beauty,6,13,2,0,6.62,Australia,2023-04-09,0.0536632060696091,118.0,Low Risk
3009,44,Salaried,63481.42,638,5000.0,Home,3,1,0,0,2.31,USA,2023-04-29,0.0787632034696136,86.80000000000001,Medium Risk
3010,46,Student,8654.97,300,4246.21,Beauty,6,27,6,1,2.93,USA,2023-04-18,0.4906094417427212,394.0,High Risk
3011,23,Student,14050.57,336,3129.89,Home,9,14,1,0,5.04,Australia,2024-09-20,0.2227589343350483,253.6,High Risk
3012,39,Self-Employed,34417.99,481,810.28,Sports,12,12,1,1,7.57,Canada,2024-09-01,0.0235423393405599,191.6,High Risk
3013,43,Unemployed,9115.4,300,3276.58,Electronics,12,16,1,1,8.91,India,2024-09-23,0.359455427079448,272.0,High Risk
3014,44,Self-Employed,71239.2,682,5000.0,Fashion,6,1,0,0,8.27,USA,2023-04-20,0.0701860773282125,69.2,Medium Risk
3015,36,Self-Employed,70313.67,621,5000.0,Sports,6,1,0,0,8.99,Germany,2023-03-09,0.0711099278419118,93.6,Medium Risk
3016,58,Student,14432.39,394,5000.0,Home,9,0,0,0,1.77,Canada,2023-05-16,0.3464429661338143,182.4,High Risk
3017,38,Unemployed,12492.14,340,5000.0,Fashion,9,12,1,0,4.95,India,2023-05-03,0.4002516782552869,248.0,High Risk
3018,52,Self-Employed,36677.01,411,5000.0,Sports,3,2,0,1,6.14,UK,2023-01-07,0.1363251802696021,179.60000000000002,High Risk
3019,35,Self-Employed,82797.05,614,5000.0,Home,6,17,2,0,1.77,USA,2024-07-27,0.0603886249570485,168.4,Medium Risk
3020,29,Salaried,51995.26,490,5000.0,Home,3,11,2,1,2.75,USA,2024-07-04,0.0961626117457629,206.0,High Risk
3021,43,Unemployed,5354.71,300,1906.37,Fashion,9,17,2,1,9.8,Australia,2024-11-29,0.3560174127076909,294.0,High Risk
3022,36,Salaried,15382.2,359,5000.0,Beauty,12,5,0,0,5.02,Australia,2023-03-24,0.3250510330121829,206.4,High Risk
3023,54,Salaried,63163.04,612,5000.0,Fashion,6,7,1,0,6.41,Canada,2024-08-07,0.0791602177475941,129.2,Medium Risk
3024,19,Unemployed,5000.0,300,217.02,Sports,6,13,2,0,6.94,UK,2024-08-16,0.043404,286.0,High Risk
3025,26,Unemployed,9784.56,368,2917.46,Sports,12,0,0,0,7.12,Germany,2024-10-08,0.2981697695144186,192.8,High Risk
3026,24,Self-Employed,34028.49,443,5000.0,Home,9,23,2,1,1.62,Australia,2024-08-28,0.1469357000560412,248.8,High Risk
3027,54,Student,26284.55,340,5000.0,Sports,12,11,2,0,9.59,Australia,2024-10-16,0.1902258170674407,266.0,High Risk
3028,20,Unemployed,11141.53,300,3147.66,Beauty,6,13,2,0,5.23,Germany,2024-07-16,0.2825159560670751,286.0,High Risk
3029,51,Student,21715.86,337,5000.0,Sports,6,20,2,1,7.22,Germany,2024-12-14,0.2302464650260224,285.20000000000005,High Risk
3030,48,Salaried,79579.24,682,5000.0,Fashion,6,9,1,0,9.93,USA,2024-07-21,0.0628304567874737,105.2,Medium Risk
3031,36,Self-Employed,41602.93,464,5000.0,Beauty,3,13,1,1,5.25,USA,2023-03-11,0.1201838428206859,200.4,High Risk
3032,35,Unemployed,5000.0,307,2765.72,Fashion,3,4,0,1,6.73,UK,2023-06-14,0.553144,225.2,High Risk
3033,29,Unemployed,9819.16,300,4877.59,Beauty,3,17,2,1,9.23,Canada,2024-09-29,0.4967420838442392,294.0,High Risk
3034,26,Self-Employed,73844.48,665,5000.0,Home,9,5,1,0,3.88,UK,2024-12-05,0.0677098680903433,104.0,Medium Risk
3035,56,Salaried,63576.98,594,5000.0,Fashion,12,11,1,0,8.45,India,2024-07-02,0.0786448176682818,144.4,Medium Risk
3036,52,Student,16617.65,374,5000.0,Beauty,3,1,0,1,6.57,Canada,2024-10-14,0.3008849024982473,192.4,High Risk
3037,46,Student,18661.23,382,5000.0,Fashion,9,2,0,0,2.59,Canada,2023-06-23,0.2679351789780202,191.2,High Risk
3038,23,Salaried,27987.4,382,5000.0,Beauty,3,19,2,1,7.57,Canada,2024-10-29,0.1786518218912796,265.20000000000005,High Risk
3039,25,Student,18241.84,395,5000.0,Beauty,9,12,1,1,3.97,Germany,2024-11-29,0.2740951570674888,226.0,High Risk
3040,34,Unemployed,11092.86,311,5000.0,Beauty,12,14,2,0,9.7,Germany,2023-03-12,0.4507403861583036,283.6,High Risk
3041,55,Student,25117.41,376,5000.0,Beauty,3,15,2,1,4.75,UK,2024-11-07,0.19906511061451,259.6,High Risk
3042,28,Student,12200.46,315,3611.58,Beauty,6,17,1,0,2.74,India,2024-07-11,0.2960199861316704,268.0,High Risk
3043,57,Self-Employed,70769.63,665,5000.0,Beauty,6,4,0,0,2.81,USA,2024-12-03,0.070651775344876,82.0,Medium Risk
3044,42,Student,17994.32,357,3474.36,Electronics,9,16,1,1,2.41,UK,2023-02-21,0.1930809277594263,249.2,High Risk
3045,22,Salaried,41464.57,501,5000.0,Home,12,6,1,1,8.1,Canada,2023-05-21,0.1205848752320354,171.6,High Risk
3046,54,Salaried,75339.16,596,5000.0,Home,9,12,2,0,6.85,USA,2024-09-13,0.0663665482864422,165.60000000000002,Medium Risk
3047,25,Salaried,51142.68,471,5000.0,Electronics,12,10,2,1,3.21,India,2024-08-06,0.0977657017582965,211.6,High Risk
3048,20,Student,11992.46,300,2638.64,Electronics,6,14,3,1,2.86,Canada,2023-02-13,0.2200249156553367,308.0,High Risk
3049,23,Self-Employed,62092.67,541,5000.0,Home,6,1,1,1,9.39,USA,2023-01-21,0.0805248026860497,145.60000000000002,High Risk
3050,19,Student,12772.95,300,2568.19,Home,3,16,3,1,2.96,UK,2024-12-03,0.201064750116457,312.0,High Risk
3051,45,Student,22891.7,300,5000.0,Fashion,12,17,2,1,2.37,Australia,2024-08-03,0.2184197766002525,294.0,High Risk
3052,20,Self-Employed,37128.81,484,5000.0,Sports,12,6,0,0,8.54,UK,2024-11-20,0.1346663143795882,158.4,High Risk
3053,53,Salaried,33849.08,493,5000.0,Home,3,0,0,1,5.75,UK,2023-03-18,0.1477145021371334,142.8,High Risk
3054,47,Student,19997.1,323,5000.0,Beauty,3,21,1,1,6.62,Germany,2023-06-07,0.2500362552570123,272.8,High Risk
3055,29,Salaried,50968.9,568,4704.82,Beauty,12,2,0,0,3.95,Australia,2024-11-21,0.0923076621233732,116.8,Medium Risk
3056,59,Self-Employed,70630.83,593,5000.0,Beauty,6,20,2,1,2.46,USA,2023-05-30,0.0707906165055684,182.8,Medium Risk
3057,42,Self-Employed,61986.09,581,5000.0,Fashion,9,15,1,0,1.84,Germany,2023-04-15,0.0806632584826692,157.60000000000002,Medium Risk
3058,34,Self-Employed,80499.67,616,5000.0,Sports,9,15,3,0,3.6,Canada,2023-01-18,0.0621120558630861,183.6,Medium Risk
3059,34,Unemployed,9713.79,341,1621.79,Beauty,6,0,0,0,3.58,UK,2024-10-30,0.1669574903307565,203.6,High Risk
3060,21,Salaried,18788.76,335,5000.0,Home,12,4,2,1,5.26,USA,2023-06-05,0.266116550533404,254.0,High Risk
3061,45,Unemployed,9812.99,300,4557.34,Beauty,6,12,2,1,1.2,USA,2023-02-24,0.4644191016193841,284.0,High Risk
3062,44,Unemployed,14871.42,349,4866.82,Beauty,6,0,0,1,3.86,Canada,2024-08-15,0.3272599388625968,200.4,High Risk
3063,37,Salaried,40161.67,383,5000.0,Home,12,27,4,1,6.64,USA,2024-08-13,0.1244968149979819,320.8,High Risk
3064,54,Unemployed,15895.88,306,5000.0,Home,3,16,3,1,1.27,Australia,2024-12-30,0.3145469140431357,309.6,High Risk
3065,58,Salaried,81131.4,653,304.44,Beauty,12,13,2,0,2.9,Australia,2023-03-11,0.0037524312411717,144.8,Medium Risk
3066,36,Student,9973.12,374,2108.55,Home,3,2,0,0,6.42,USA,2024-12-05,0.2114233058461143,194.4,High Risk
3067,38,Unemployed,8258.78,305,2763.24,Beauty,9,0,0,0,5.29,Australia,2023-03-09,0.3345821053472788,218.0,High Risk
3068,42,Unemployed,13568.55,317,2677.34,Sports,9,10,1,0,7.7,UK,2023-05-20,0.1973195367227891,253.2,High Risk
